,ID,Name,Type
1342,2034C,Lending and Repaying: Progressively Worse (Better) Bargain,"(Including the previous Type 2037A*.) This miscellaneous type consists of various chain tales in which a person (animal) trades something for another thing, which he trades again for something else, etc. At the end, either he has made a profit, or he has lost everything [J2081.1, Z41.5]. Cf. Type 1415."
1343,2034F,The Clever Animal and the Fortunate Exchanges,"A bird (fox, rabbit) asks someone to pull a thorn out of his foot. The thorn is used for a fire so the bird demands the bread that was baked in the fire. The bread is exchanged for other things (sheep, bride) which are also exchanged [Z39.9, Z47.1]. (previously Type 170A.) Cf. Type 1655."
1344,2035,The House that Jack Built,"This chain tale leads step by step to the following conclusion: This is the farmer that sowed the corn, that kept the rooster that crowed in the morn, that waked the priest all shaven and shorn, that married the man all tattered and torn, that kissed the maiden all forlorn, that milked the cow with a crumpled horn, that tossed the dog, that worried the cat, that caught the rat, that ate the malt that lay in the house that Jack built [Z44]."
1345,2036,A Drop of Honey Causes Chain of Accidents,"A hunter is about to buy some honey, but he drops it. A weasel eats the honey and is chased by a cat. The hunters dog kills the cat, and the grocer beats the dog to death. This causes a bloody war between two villages [N381]. Cf. Type 2039."
1346,2039,The Horseshoe Nail,"A merchant on his way home stays at an inn and someone tells him that one of the nails is missing from one of his horses shoes. At the next inn the shoe has fallen off. Nevertheless, the merchant rides on. The horse becomes lame, stumbles, and breaks a leg. The merchant has to carry his goods himself and go home on foot [Z45]. In some variants the horse of a soldier loses a horse shoe, and in the end a battle and a kingdom are lost. Cf. Types 288B*, 288B**."
1347,2040,The Climax of Horrors,"A man who has been away for a long time asks an acquaintance for news from home. The acquaintance tells him that his dog (raven) is dead. The man asks why, and is told that that it ate too much horse (camel) flesh. The horse had been burned in its stall (died from exertion during a fire); the barn caught fire from the house; the fire had been started by candles in the house; the candles burned on the occasion of the death of the mans mother (wife) [Z46]. Cf. Types 1931, 2014."
1348,2041,The Bird Indifferent to Pain,"A man catches a bird eating mangoes and strikes it against the roots of a mango tree. The bird says that it was not hurt. In turn, the man puts it in water, strikes it again, singes its feathers, cooks it, and eats it. The bird always says that it was not hurt. At last the bird flies out of the mans nose (and the man dies) [Z49.3]."
1349,2042,Chain of Accidents (previously Chain of Accidents: the Ant (Crab) Bite and its Consequences),"This miscellaneous type consists of various chain tales in which a minor incident (insect sting, snakebite) causes a series of other events leading to someones death (loss of valuable property) [Z49.6.1, Z49.6.2, Z49.6.3]. Cf. Types 248, 2036, and 2039."
1350,2042A*,Trial among the Animals,"(Including the previous Types 2042B*2042D*.) This miscellaneous type consists of various chain tales in which an animal is injured by another animal (accidentally or on purpose). The injury causes a series of accidents in which other animals are injured. At the end, a high-ranking animal (person) investigates the matter and discovers all that has happened [Z49.6]."
1351,2043,"Where is the Warehouse (previously A game, song, or rhyme composed of questions and answers that lead to the next question","For example, Where is the warehouse (Gods house) The fire burned it. Where is the fire The water quenched it. Where is the water etc. [Z49.5]. (Previously Type 2018.)"
1352,2044,Pulling Up the Turnip,"A man attempts to pull up a turnip. He cannot do it alone, so he calls his wife to help him: she pulls on him, he pulls the turnip, but still the turnip will not come out of the ground. More people and animals are brought in to help. At the end, a long line of helpers pulls on the turnip and it comes out of the ground [Z49.9]. Cf. Type 1960D."
1353,2021,The Rooster and the Hen,"(Including the previous Types 235A*, 2021A.) A hen (rooster, cat, other animal, young woman) has a nut (cherry pit, a corn, etc.) stuck in her throat (dies in some other way). A rooster goes to get water for the hen to drink, but the water sends him to get red silk from a bride first. The bride sends him to get a wreath, etc. Or, the rooster asks for help from various animals (pig, cow, etc.), people (miller, baker, shoemaker, etc.), and/or objects (river, tree, etc.) [Z32.1.1]. When the rooster comes back with the water, the hen is already dead. All the animals participate in the funeral procession [Z32.1]. At the end, a flea (fly, mouse) falls and is crushed under the wagons wheel. (Previously Type 2021A.) Cf. Type 285. The rooster buries the hen [B257] and then dies from grief. (The hen who had been choking is bumped and the nut becomes dislodged from her throat.)"
1354,2021B,The Rooster Strikes Out the Hens Eye with a Nut,"A rooster throws a nut that strikes out a hens eye. He blames the hazelnut bush, because it tore his pants. The bush blames the goat for eating its leaves. The goat blames the herdsman who did not give him good pasture; the herdsman blames his master for not giving him enough to eat, etc. [Z43.2]. Cf. Type 2032."
1355,2022,The Death of the Little Hen,"(Including the previous Types 2021* and 2022A.) Chain tale, game, song, or rhyme in which a small animal (chicken, flea, louse, other insect, small child, etc.) dies (falls into a cooking pot and is scalded, is burned, is drowned). Various people (girl, woman, father, etc.), animals, and objects (door, window, wagon, broom, tree, water, well, etc.) lament the death, which they announce in their characteristic manners [Z32.2, Z32.2.1]. For example, the flea weeps, the tree loses its leaves, the door squeaks, the broom sweeps, the table entables, etc. (Previously Type 2022A.)"
1356,2022B,"The Broken Egg (previously The Hen Lays an Egg, the Mouse Breaks it)","A hen lays an egg which breaks (a mouse breaks it). All the witnesses show their grief at this misfortune. For example, the hen ruffles her feathers, the rubbish begins to burn, the stairs creak, the oak falls down, the magpie sprains his leg, the ox breaks his horns, the river flows with blood, the maidservant breaks her jug, the housewife smears dough on the wall, etc. The master locks his wife up and the maidservant goes to look for people who are equally stupid, etc. [Z39.5]. Cf. Types 1384, 1450."
1357,2023,"Little Ant Marries (previously Little Ant Finds a Penny, Buys New Clothes with it, and Sits in her Doorway)","An ant (beetle, cockroach, grasshopper, snail, cat, etc.) finds some money, buys new clothes, and sits in her doorway. Many animals come by and ask her to marry them, in their characteristic voices. The ant chooses the mouse, because he is quiet. When the mouse stirs the stew (wedding soup), he falls in the pot and drowns. When the ant discovers this, she weeps. The bird tears his own beak off, the seagull tears his own tail off, etc. [Z32.3]."
1358,2024*,Rabbit Borrows Money,"A rabbit borrows money from a beetle, a hen, a fox, a dog, a tiger, and a hunter. When the beetle asks for the money back, the rabbit tells him to wait behind to count the money. Instead, the hen eats the beetle, then the fox eats the hen, etc. [Z32.4]."
1359,2025,The Fleeing Pancake,"A pancake (pudding, cake, cookie, cabbage strudel, round bread) jumps out of the pan (plate) and runs away from the cook (mother) who wants to eat it. The pancake runs outside and meets a series of animals (hen, rooster, duck, goose, fox, pig) or people who also want to eat it. The pancake runs away from all of them, bragging about all the others it has already escaped from. The fox (pig) induces the pancake to come close by pretending to be deaf, and gobbles it up [Z33.1]. The pig drops part of the pancake, so now all pigs root around in the mud looking for it."
